,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LT,-12.454,0.188,0.184,0.176
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,ID,-12.764,0.186,0.208,0.175
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,True,LS,-12.381,0.189,0.131,0.182
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LT,-12.454,0.188,0.184,0.176
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,ID,-12.764,0.186,0.208,0.175
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.01,False,False,False,LS,-12.381,0.189,0.131,0.182
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LT,-15.132,0.202,0.826,0.077
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,ID,-12.683,0.186,0.955,0.04
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,True,LS,-15.068,0.201,0.828,0.078
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LT,-15.132,0.202,0.826,0.077
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,ID,-12.683,0.186,0.955,0.04
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,True,False,LS,-15.068,0.201,0.828,0.078
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LT,-15.132,0.202,0.826,0.077
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,ID,-12.683,0.186,0.955,0.04
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,True,LS,-15.068,0.201,0.828,0.078
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LT,-15.132,0.202,0.826,0.077
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,ID,-12.683,0.186,0.955,0.04
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,True,False,False,LS,-15.068,0.201,0.828,0.078
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LT,-14.48,0.197,0.829,0.078
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,ID,-11.665,0.178,0.947,0.043
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,True,LS,-14.24,0.196,0.822,0.08
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LT,-14.48,0.197,0.829,0.078
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,ID,-11.665,0.178,0.947,0.043
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,True,False,LS,-14.24,0.196,0.822,0.08
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LT,-14.48,0.197,0.829,0.078
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,ID,-11.665,0.178,0.947,0.043
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,True,LS,-14.24,0.196,0.822,0.08
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LT,-14.48,0.197,0.829,0.078
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,ID,-11.665,0.178,0.947,0.043
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.07,False,False,False,LS,-14.24,0.196,0.822,0.08
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LT,-16.055,0.207,0.75,0.092
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,ID,-14.16,0.194,0.884,0.064
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,True,LS,-16.062,0.206,0.75,0.091
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LT,-16.055,0.207,0.75,0.092
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,ID,-14.16,0.194,0.884,0.064
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,True,False,LS,-16.062,0.206,0.75,0.091
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LT,-16.055,0.207,0.75,0.092
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,ID,-14.16,0.194,0.884,0.064
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,True,LS,-16.062,0.206,0.75,0.091
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LT,-16.055,0.207,0.75,0.092
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,ID,-14.16,0.194,0.884,0.064
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,True,False,False,LS,-16.062,0.206,0.75,0.091
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LT,-15.593,0.202,0.794,0.082
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,ID,-13.361,0.19,0.938,0.048
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,True,LS,-15.518,0.202,0.8,0.082
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LT,-15.593,0.202,0.794,0.082
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,ID,-13.361,0.19,0.938,0.048
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,True,False,LS,-15.518,0.202,0.8,0.082
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LT,-15.593,0.202,0.794,0.082
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,ID,-13.361,0.19,0.938,0.048
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,True,LS,-15.518,0.202,0.8,0.082
0,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LT,-15.593,0.202,0.794,0.082
1,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,ID,-13.361,0.19,0.938,0.048
2,0.3,30,mean,log-defined,FSeq,Gauss-Newton,0.2,False,False,False,LS,-15.518,0.202,0.8,0.082
0,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LT,-0.714,0.06,-0.265,0.224
1,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,True,False,ID,-1.838,0.086,-0.382,0.227
2,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,True,False,LS,-0.674,0.06,-0.297,0.226
0,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,False,False,LT,-3.183,0.104,-0.136,0.218
1,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,False,False,ID,-3.756,0.109,-0.199,0.214
2,0.3,30,mean,log-defined,FSeq,ROPE,0.01,True,False,False,LS,-3.045,0.103,-0.18,0.219
0,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,True,False,LT,-1.328,0.07,-0.049,0.206
1,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,True,False,ID,-2.135,0.091,-0.156,0.206
2,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,True,False,LS,-1.208,0.068,-0.074,0.207
0,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,False,False,LT,-2.517,0.091,-0.552,0.244
1,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,False,False,ID,-3.282,0.104,-0.592,0.243
2,0.3,30,mean,log-defined,FSeq,ROPE,0.01,False,False,False,LS,-2.348,0.09,-0.556,0.244
0,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,True,False,LT,-3.46,0.104,-0.458,0.244
1,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,True,False,ID,-3.634,0.101,-0.532,0.246
2,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,True,False,LS,-3.609,0.106,-0.481,0.246
0,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,False,False,LT,-3.77,0.111,-0.445,0.239
1,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,False,False,ID,-4.19,0.115,-0.482,0.242
2,0.3,30,mean,log-defined,FSeq,ROPE,0.07,True,False,False,LS,-3.67,0.108,-0.461,0.24
0,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,True,False,LT,-1.674,0.083,-0.377,0.235
1,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,True,False,ID,-2.745,0.099,-0.492,0.24
2,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,True,False,LS,-1.807,0.084,-0.425,0.236
0,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,False,False,LT,-3.853,0.111,-0.355,0.228
1,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,False,False,ID,-5.2,0.125,-0.402,0.238
2,0.3,30,mean,log-defined,FSeq,ROPE,0.07,False,False,False,LS,-3.847,0.11,-0.37,0.231
0,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,True,False,LT,-2.058,0.087,-0.397,0.24
1,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,True,False,ID,-2.003,0.088,-0.476,0.242
2,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,True,False,LS,-1.99,0.088,-0.411,0.242
0,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,False,False,LT,-3.415,0.106,-0.577,0.248
1,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,False,False,ID,-5.02,0.124,-0.639,0.255
2,0.3,30,mean,log-defined,FSeq,ROPE,0.2,True,False,False,LS,-3.584,0.11,-0.605,0.252
0,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,True,False,LT,-1.738,0.082,-0.318,0.231
1,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,True,False,ID,-1.744,0.084,-0.398,0.232
2,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,True,False,LS,-1.768,0.084,-0.39,0.233
0,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,False,False,LT,-1.898,0.085,-0.364,0.23
1,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,False,False,ID,-3.816,0.103,-0.462,0.24
2,0.3,30,mean,log-defined,FSeq,ROPE,0.2,False,False,False,LS,-1.91,0.083,-0.391,0.231
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,True,LT,-23.273,0.254,-1.201,0.295
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,True,ID,-23.004,0.254,-1.186,0.294
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,True,LS,-23.093,0.254,-1.222,0.296
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,False,LT,-23.273,0.254,-1.201,0.295
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,False,ID,-23.004,0.254,-1.186,0.294
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,True,False,LS,-23.093,0.254,-1.222,0.296
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,True,LT,-23.273,0.254,-1.201,0.295
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,True,ID,-23.004,0.254,-1.186,0.294
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,True,LS,-23.093,0.254,-1.222,0.296
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,False,LT,-23.273,0.254,-1.201,0.295
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,False,ID,-23.004,0.254,-1.186,0.294
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,True,False,False,LS,-23.093,0.254,-1.222,0.296
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,True,LT,-22.738,0.25,-1.104,0.288
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,True,ID,-22.53,0.248,-1.06,0.284
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,True,LS,-22.532,0.25,-1.118,0.288
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,False,LT,-22.738,0.25,-1.104,0.288
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,False,ID,-22.53,0.248,-1.06,0.284
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,True,False,LS,-22.532,0.25,-1.118,0.288
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,True,LT,-22.738,0.25,-1.104,0.288
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,True,ID,-22.53,0.248,-1.06,0.284
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,True,LS,-22.532,0.25,-1.118,0.288
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,False,LT,-22.738,0.25,-1.104,0.288
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,False,ID,-22.53,0.248,-1.06,0.284
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.01,False,False,False,LS,-22.532,0.25,-1.118,0.288
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,LT,-18.226,0.222,0.068,0.188
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,ID,-16.54,0.213,0.088,0.186
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,True,LS,-18.544,0.222,0.02,0.194
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,False,LT,-18.226,0.222,0.068,0.188
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,False,ID,-16.54,0.213,0.088,0.186
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,True,False,LS,-18.544,0.222,0.02,0.194
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,True,LT,-18.226,0.222,0.068,0.188
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,True,ID,-16.54,0.213,0.088,0.186
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,True,LS,-18.544,0.222,0.02,0.194
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,False,LT,-18.226,0.222,0.068,0.188
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,False,ID,-16.54,0.213,0.088,0.186
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,True,False,False,LS,-18.544,0.222,0.02,0.194
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,True,LT,-19.342,0.227,-0.075,0.202
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,True,ID,-17.737,0.222,-0.049,0.202
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,True,LS,-19.748,0.227,-0.128,0.208
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,False,LT,-19.342,0.227,-0.075,0.202
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,False,ID,-17.737,0.222,-0.049,0.202
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,True,False,LS,-19.748,0.227,-0.128,0.208
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,True,LT,-19.342,0.227,-0.075,0.202
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,True,ID,-17.737,0.222,-0.049,0.202
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,True,LS,-19.748,0.227,-0.128,0.208
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,False,LT,-19.342,0.227,-0.075,0.202
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,False,ID,-17.737,0.222,-0.049,0.202
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.07,False,False,False,LS,-19.748,0.227,-0.128,0.208
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,True,LT,-16.89,0.212,0.389,0.15
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,True,ID,-15.039,0.2,0.474,0.14
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,True,LS,-17.258,0.214,0.36,0.152
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,False,LT,-16.89,0.212,0.389,0.15
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,False,ID,-15.039,0.2,0.474,0.14
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,True,False,LS,-17.258,0.214,0.36,0.152
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,True,LT,-16.89,0.212,0.389,0.15
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,True,ID,-15.039,0.2,0.474,0.14
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,True,LS,-17.258,0.214,0.36,0.152
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,False,LT,-16.89,0.212,0.389,0.15
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,False,ID,-15.039,0.2,0.474,0.14
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,True,False,False,LS,-17.258,0.214,0.36,0.152
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,True,LT,-16.88,0.213,0.364,0.154
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,True,ID,-15.116,0.199,0.456,0.144
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,True,LS,-16.952,0.214,0.342,0.158
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,False,LT,-16.88,0.213,0.364,0.154
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,False,ID,-15.116,0.199,0.456,0.144
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,True,False,LS,-16.952,0.214,0.342,0.158
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,True,LT,-16.88,0.213,0.364,0.154
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,True,ID,-15.116,0.199,0.456,0.144
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,True,LS,-16.952,0.214,0.342,0.158
0,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,False,LT,-16.88,0.213,0.364,0.154
1,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,False,ID,-15.116,0.199,0.456,0.144
2,0.3,30,mean,log-defined,CS,Gauss-Newton,0.2,False,False,False,LS,-16.952,0.214,0.342,0.158
0,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,True,LT,-17.018,0.21,-0.615,0.246
1,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,True,ID,-14.71,0.198,-0.468,0.236
2,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,True,LS,-15.953,0.204,-0.57,0.242
0,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,False,LT,-0.975,0.062,-0.372,0.224
1,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,False,ID,-3.428,0.093,-0.506,0.234
2,0.3,30,mean,log-defined,CS,ROPE,0.01,True,True,False,LS,-1.274,0.066,-0.436,0.227
0,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,True,LT,-14.464,0.193,-0.492,0.242
1,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,True,ID,-13.508,0.19,-0.468,0.235
2,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,True,LS,-13.598,0.187,-0.482,0.24
0,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,False,LT,-2.05,0.088,-0.274,0.212
1,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,False,ID,-4.212,0.11,-0.31,0.224
2,0.3,30,mean,log-defined,CS,ROPE,0.01,True,False,False,LS,-2.063,0.088,-0.298,0.214
0,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,True,LT,-14.74,0.196,0.01,0.198
1,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,True,ID,-11.97,0.184,-0.006,0.194
2,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,True,LS,-13.922,0.191,0.04,0.192
0,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,False,LT,-2.264,0.094,-0.277,0.226
1,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,False,ID,-2.473,0.09,-0.356,0.226
2,0.3,30,mean,log-defined,CS,ROPE,0.01,False,True,False,LS,-2.207,0.095,-0.3,0.226
0,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,LT,-17.158,0.219,-0.738,0.254
1,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,ID,-16.447,0.209,-0.58,0.245
2,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,True,LS,-16.67,0.215,-0.694,0.25
0,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,False,LT,-2.079,0.084,-0.236,0.226
1,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,False,ID,-2.466,0.098,-0.338,0.223
2,0.3,30,mean,log-defined,CS,ROPE,0.01,False,False,False,LS,-2.172,0.085,-0.272,0.229
0,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,True,LT,-16.832,0.218,-0.465,0.239
1,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,True,ID,-15.83,0.21,-0.409,0.231
2,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,True,LS,-15.812,0.212,-0.406,0.234
0,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,False,LT,-2.913,0.103,-0.568,0.248
1,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,False,ID,-3.046,0.101,-0.586,0.248
2,0.3,30,mean,log-defined,CS,ROPE,0.07,True,True,False,LS,-2.902,0.104,-0.596,0.25
0,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,True,LT,-20.94,0.234,-0.794,0.258
1,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,True,ID,-17.694,0.218,-0.627,0.249
2,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,True,LS,-20.332,0.228,-0.76,0.256
0,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,False,LT,-3.052,0.104,-0.352,0.232
1,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,False,ID,-4.134,0.117,-0.414,0.233
2,0.3,30,mean,log-defined,CS,ROPE,0.07,True,False,False,LS,-3.152,0.105,-0.375,0.236
0,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,True,LT,-18.681,0.225,-0.572,0.244
1,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,True,ID,-16.247,0.214,-0.486,0.242
2,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,True,LS,-17.878,0.222,-0.541,0.24
0,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,False,LT,-1.441,0.084,-0.34,0.222
1,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,False,ID,-2.879,0.103,-0.462,0.232
2,0.3,30,mean,log-defined,CS,ROPE,0.07,False,True,False,LS,-1.416,0.082,-0.368,0.224
0,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,True,LT,-18.268,0.221,-0.651,0.246
1,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,True,ID,-16.676,0.218,-0.594,0.24
2,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,True,LS,-17.516,0.217,-0.617,0.241
0,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,False,LT,-2.648,0.098,-0.389,0.24
1,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,False,ID,-3.212,0.104,-0.511,0.24
2,0.3,30,mean,log-defined,CS,ROPE,0.07,False,False,False,LS,-2.614,0.098,-0.431,0.242
0,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,True,LT,-18.004,0.224,-0.665,0.246
1,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,True,ID,-16.92,0.212,-0.631,0.251
2,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,True,LS,-17.563,0.22,-0.642,0.242
0,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,False,LT,-2.466,0.095,-0.414,0.234
1,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,False,ID,-3.855,0.114,-0.452,0.235
2,0.3,30,mean,log-defined,CS,ROPE,0.2,True,True,False,LS,-2.391,0.096,-0.454,0.236
0,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,True,LT,-17.924,0.22,-0.776,0.264
1,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,True,ID,-14.868,0.202,-0.661,0.255
2,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,True,LS,-16.958,0.215,-0.74,0.262
0,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,False,LT,-2.25,0.095,-0.457,0.236
1,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,False,ID,-2.798,0.1,-0.444,0.235
2,0.3,30,mean,log-defined,CS,ROPE,0.2,True,False,False,LS,-2.172,0.093,-0.488,0.237
0,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,True,LT,-12.98,0.194,-0.495,0.24
1,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,True,ID,-11.837,0.18,-0.401,0.227
2,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,True,LS,-12.472,0.189,-0.476,0.238
0,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,False,LT,-3.189,0.102,-0.476,0.24
1,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,False,ID,-4.835,0.115,-0.554,0.242
2,0.3,30,mean,log-defined,CS,ROPE,0.2,False,True,False,LS,-3.162,0.1,-0.502,0.242
0,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,True,LT,-19.702,0.231,-0.528,0.234
1,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,True,ID,-16.894,0.214,-0.394,0.231
2,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,True,LS,-18.859,0.226,-0.484,0.232
0,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,False,LT,-1.995,0.088,-0.556,0.245
1,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,False,ID,-2.809,0.098,-0.6,0.248
2,0.3,30,mean,log-defined,CS,ROPE,0.2,False,False,False,LS,-2.168,0.09,-0.586,0.248
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LT,-31.224,0.29,-2.726,0.374
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,ID,-31.335,0.292,-2.704,0.373
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,True,LS,-31.578,0.292,-2.772,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,LT,-31.224,0.29,-2.726,0.374
1,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,ID,-31.335,0.292,-2.704,0.373
2,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,True,False,LS,-31.578,0.292,-2.772,0.376
0,0.3,30,mean,log-defined,FSlin,Gauss-Newton,0.01,True,False,True,LT,-31.224,0.29,-2.726,0.374
