,cl,percent,Samples location,Interface,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.6,0.289,-2.063,0.334
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.745,0.256,-1.658,0.314
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,True,LT,-7.548,0.256,0.034,0.17
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.6,0.289,0.913,0.051
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.745,0.256,0.288,0.142
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,True,False,False,LT,-7.548,0.256,0.034,0.17
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.6,0.289,0.913,0.051
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.745,0.256,0.288,0.142
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,False,LT,-7.548,0.256,0.034,0.17
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.6,0.289,0.913,0.051
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.745,0.256,0.288,0.142
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,True,LT,-7.504,0.25,-2.15,0.324
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.574,0.3,-2.7,0.366
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.616,0.264,-2.316,0.335
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,True,LT,-7.504,0.25,0.344,0.136
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.574,0.3,0.502,0.118
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.616,0.264,0.25,0.148
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,False,LT,-7.504,0.25,0.344,0.136
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.574,0.3,0.502,0.118
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.616,0.264,0.25,0.148
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,False,LT,-7.504,0.25,0.344,0.136
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.574,0.3,0.502,0.118
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.616,0.264,0.25,0.148
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,True,LT,-7.504,0.25,-2.15,0.324
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.574,0.3,-2.7,0.366
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.616,0.264,-2.316,0.335
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,True,LT,-7.504,0.25,0.344,0.136
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.574,0.3,0.502,0.118
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.616,0.264,0.25,0.148
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,False,LT,-7.504,0.25,0.344,0.136
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.574,0.3,0.502,0.118
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.616,0.264,0.25,0.148
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,False,LT,-7.504,0.25,0.344,0.136
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.574,0.3,0.502,0.118
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.616,0.264,0.25,0.148
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.681,0.259,-1.584,0.299
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.642,0.29,-1.952,0.329
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.63,0.256,-1.62,0.306
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.681,0.259,-0.025,0.176
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.642,0.29,0.858,0.064
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.63,0.256,0.274,0.146
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.681,0.259,-0.025,0.176
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.642,0.29,0.858,0.064
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.63,0.256,0.274,0.146
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.681,0.259,-0.025,0.176
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.642,0.29,0.858,0.064
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.63,0.256,0.274,0.146
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.681,0.259,-1.584,0.299
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.642,0.29,-1.952,0.329
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.63,0.256,-1.62,0.306
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.681,0.259,-0.025,0.176
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.642,0.29,0.858,0.064
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.63,0.256,0.274,0.146
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.681,0.259,-0.025,0.176
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.642,0.29,0.858,0.064
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.63,0.256,0.274,0.146
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.681,0.259,-0.025,0.176
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.642,0.29,0.858,0.064
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.63,0.256,0.274,0.146
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.804,0.244,-1.554,0.303
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.613,0.282,-2.104,0.335
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,True,LS,-7.057,0.244,-1.672,0.31
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.804,0.244,0.218,0.152
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.613,0.282,0.982,0.023
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,True,LS,-7.057,0.244,0.444,0.13
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.804,0.244,0.218,0.152
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.613,0.282,0.982,0.023
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,True,False,LS,-7.057,0.244,0.444,0.13
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.804,0.244,0.218,0.152
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.613,0.282,0.982,0.023
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,True,False,LS,-7.057,0.244,0.444,0.13
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.804,0.244,-1.554,0.303
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.613,0.282,-2.104,0.335
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,True,LS,-7.057,0.244,-1.672,0.31
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.804,0.244,0.218,0.152
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.613,0.282,0.982,0.023
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,True,LS,-7.057,0.244,0.444,0.13
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.804,0.244,0.218,0.152
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.613,0.282,0.982,0.023
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.07,False,False,False,LS,-7.057,0.244,0.444,0.13
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.804,0.244,0.218,0.152
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.613,0.282,0.982,0.023
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.07,False,False,False,LS,-7.057,0.244,0.444,0.13
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.984,0.26,-1.56,0.308
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.898,0.29,-1.874,0.329
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.812,0.254,-1.63,0.308
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.984,0.26,0.037,0.171
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.898,0.29,0.843,0.067
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.812,0.254,0.332,0.14
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.984,0.26,0.037,0.171
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.898,0.29,0.843,0.067
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.812,0.254,0.332,0.14
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.984,0.26,0.037,0.171
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.898,0.29,0.843,0.067
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.812,0.254,0.332,0.14
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.984,0.26,-1.56,0.308
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.898,0.29,-1.874,0.329
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.812,0.254,-1.63,0.308
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.984,0.26,0.037,0.171
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.898,0.29,0.843,0.067
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.812,0.254,0.332,0.14
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.984,0.26,0.037,0.171
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.898,0.29,0.843,0.067
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.812,0.254,0.332,0.14
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.984,0.26,0.037,0.171
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.898,0.29,0.843,0.067
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.812,0.254,0.332,0.14
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,True,LT,-7.258,0.251,-1.532,0.3
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,True,ID,-9.494,0.281,-1.91,0.328
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,True,LS,-7.068,0.245,-1.544,0.303
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,True,LT,-7.258,0.251,0.12,0.162
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,True,ID,-9.494,0.281,0.935,0.043
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,True,LS,-7.068,0.245,0.382,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,False,LT,-7.258,0.251,0.12,0.162
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,False,ID,-9.494,0.281,0.935,0.043
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,True,False,LS,-7.068,0.245,0.382,0.134
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,False,LT,-7.258,0.251,0.12,0.162
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,False,ID,-9.494,0.281,0.935,0.043
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,True,False,LS,-7.068,0.245,0.382,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,True,LT,-7.258,0.251,-1.532,0.3
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,True,ID,-9.494,0.281,-1.91,0.328
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,True,LS,-7.068,0.245,-1.544,0.303
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,True,LT,-7.258,0.251,0.12,0.162
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,True,ID,-9.494,0.281,0.935,0.043
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,True,LS,-7.068,0.245,0.382,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,False,LT,-7.258,0.251,0.12,0.162
2,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,False,ID,-9.494,0.281,0.935,0.043
3,0.2,30.0,closest,observed,FSlin,Gauss-Newton,0.2,False,False,False,LS,-7.068,0.245,0.382,0.134
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,False,LT,-7.258,0.251,0.12,0.162
6,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,False,ID,-9.494,0.281,0.935,0.043
7,0.2,30.0,closest,Observed,FSlin,Gauss-Newton,0.2,False,False,False,LS,-7.068,0.245,0.382,0.134
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,True,LT,-3.27,0.182,-0.917,0.26
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,True,ID,-5.62,0.225,-1.2,0.287
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,True,LS,-2.182,0.161,-0.827,0.248
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,True,LT,-3.27,0.182,-1.104,0.244
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,True,ID,-5.62,0.225,-0.155,0.182
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,True,LS,-2.182,0.161,-0.314,0.194
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,False,LT,-4.7,0.212,0.216,0.153
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,False,ID,-8.164,0.265,0.774,0.082
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,True,False,LS,-6.47,0.239,0.482,0.124
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,False,LT,-4.7,0.212,0.216,0.153
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,False,ID,-8.164,0.265,0.774,0.082
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,True,False,LS,-6.47,0.239,0.482,0.124
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,True,LT,-2.318,0.157,-0.68,0.252
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,True,ID,-4.398,0.206,-1.019,0.268
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,True,LS,-1.76,0.144,-0.657,0.25
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,True,LT,-2.318,0.157,-1.015,0.245
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,True,ID,-4.398,0.206,-0.146,0.182
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,True,LS,-1.76,0.144,-0.332,0.198
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,False,LT,-5.195,0.226,0.143,0.159
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,False,ID,-8.881,0.275,0.64,0.099
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,True,False,False,LS,-7.028,0.245,0.428,0.128
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,False,LT,-5.195,0.226,0.143,0.159
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,False,ID,-8.881,0.275,0.64,0.099
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,True,False,False,LS,-7.028,0.245,0.428,0.128
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,True,LT,-3.308,0.178,-0.822,0.253
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,True,ID,-4.702,0.213,-1.03,0.276
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,True,LS,-2.489,0.161,-0.768,0.246
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,True,LT,-3.308,0.178,-0.876,0.236
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,True,ID,-4.702,0.213,0.05,0.166
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,True,LS,-2.489,0.161,-0.2,0.188
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,False,LT,-5.198,0.214,0.242,0.146
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,False,ID,-8.67,0.271,0.838,0.071
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,True,False,LS,-6.764,0.242,0.505,0.12
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,False,LT,-5.198,0.214,0.242,0.146
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,False,ID,-8.67,0.271,0.838,0.071
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,True,False,LS,-6.764,0.242,0.505,0.12
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,True,LT,-2.498,0.16,-0.589,0.24
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,True,ID,-4.287,0.202,-0.866,0.262
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,True,LS,-1.72,0.144,-0.536,0.232
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,True,LT,-2.498,0.16,-0.867,0.238
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,True,ID,-4.287,0.202,0.03,0.172
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,True,LS,-1.72,0.144,-0.206,0.19
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,False,LT,-5.366,0.218,0.144,0.16
2,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,False,ID,-8.79,0.27,0.8,0.077
3,0.2,30.0,closest,observed,FSlin,ROPE,0.01,False,False,False,LS,-7.036,0.24,0.444,0.131
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,False,LT,-5.366,0.218,0.144,0.16
6,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,False,ID,-8.79,0.27,0.8,0.077
7,0.2,30.0,closest,Observed,FSlin,ROPE,0.01,False,False,False,LS,-7.036,0.24,0.444,0.131
8,>>>>>>> 71aeea01e1e34ecfbe108216658ca36a97d4b298,,,,,,,,,,,,,,
0,<<<<<<< HEAD,,,,,,,,,,,,,,
1,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,True,LT,-3.232,0.178,-0.96,0.276
2,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,True,ID,-4.973,0.219,-1.354,0.29
3,0.2,30.0,closest,observed,FSlin,ROPE,0.07,True,True,True,LS,-2.393,0.16,-0.92,0.264
4,=======,,,,,,,,,,,,,,
5,0.2,30.0,closest,Observed,FSlin,ROPE,0.07,True,True,True,LT,-3.232,0.178,-0.976,0.239
