    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   20   38        28   30       -1.58137            3.51450        3.26907         0.32097E+02    0.21844E+02    1
   22   36        28   30       -2.33006            4.59209        4.17018         0.38426E+02    0.24177E+02    1
   18   40        28   30       -1.12250            2.70394        2.56534         0.27505E+02    0.21334E+02    1
    2   53        25   30        0.25265            1.58716        1.63910         0.78448E+01    0.78448E+01    0
    4   51        25   30        0.17047            1.72659        1.75607         0.10066E+02    0.10066E+02    0
   16   41        27   30       -1.15510            2.24743        2.12965         0.27322E+02    0.21459E+02    1
   14   43        27   30       -0.90608            2.09025        1.98917         0.19193E+02    0.18280E+02    1
   28   31        29   30       -2.64770           16.82731       16.10458         0.92169E+02    0.60313E+02    1
   24   35        29   30       -1.67754            5.91708        5.56297         0.38697E+02    0.27184E+02    1
   12   48        28   32       -0.50778            1.93380        1.87104         0.15389E+02    0.15389E+02    0
    8   52        28   32       -0.08237            1.83297        1.81751         0.97242E+01    0.97242E+01    0
   10   50        28   32       -0.26236            1.91065        1.87028         0.12286E+02    0.12286E+02    0
   24   38        30   32       -0.49451            3.14015        3.09315         0.35193E+02    0.32790E+02    1
   20   42        30   32       -0.92015            2.11884        2.02383         0.22482E+02    0.20055E+02    1
   22   40        30   32       -1.36814            2.47424        2.33470         0.29595E+02    0.23568E+02    1
    6   53        27   32       -0.00763            1.62872        1.62741         0.94952E+01    0.94952E+01    0
    2   57        27   32       -0.07011            1.48215        1.46572         0.62904E+01    0.62904E+01    0
    4   55        27   32        0.11231            1.55556        1.57845         0.76887E+01    0.76887E+01    0
   16   45        29   32       -2.11668            2.17132        1.90994         0.19937E+02    0.16503E+02    1
   18   43        29   32       -0.84907            2.12068        2.03984         0.26300E+02    0.21847E+02    1
   14   47        29   32       -0.51532            1.92615        1.85466         0.13625E+02    0.13625E+02    0
   26   37        31   32        0.42066            3.50466        3.54793         0.34283E+02    0.34283E+02    0
   30   33        31   32        0.51364           14.16055       14.24292         0.88564E+02    0.88564E+02    0
   53   58        28   83       -0.37063            1.63885        1.55381         0.69555E+01    0.69555E+01    0
   51  109        77   83       -0.17620            1.39715        1.35930         0.64143E+01    0.64143E+01    0
   49  111        77   83        0.15776            1.32798        1.36789         0.53283E+01    0.53283E+01    0
   47  113        77   83       -0.00051            1.37582        1.37568         0.48660E+01    0.48660E+01    0
   57  104        78   83       -0.51359            1.43503        1.34959         0.83660E+01    0.83660E+01    0
   55  106        78   83       -0.35268            1.39835        1.32879         0.69116E+01    0.69116E+01    0
   53  108        78   83       -0.23022            1.36814        1.31495         0.58066E+01    0.58066E+01    0
   63   99        79   83       -0.70330            1.43515        1.34944         0.11421E+02    0.11421E+02    0
   61  101        79   83       -0.54676            1.45960        1.37701         0.93860E+01    0.93860E+01    0
   59  103        79   83       -0.32039            1.45217        1.39302         0.77040E+01    0.77040E+01    0
   69   94        80   83       -0.97613            1.39527        1.30730         0.17304E+02    0.14990E+02    1
   67   96        80   83       -0.90081            1.34634        1.25172         0.12362E+02    0.12362E+02    0
   65   98        80   83       -0.71336            1.32454        1.22743         0.93692E+01    0.93692E+01    0
   75   89        81   83       -0.28715            1.80992        1.79297         0.30983E+02    0.30519E+02    1
   73   91        81   83       -0.40469            1.58900        1.55886         0.25290E+02    0.21135E+02    1
   71   93        81   83       -0.72710            1.48333        1.41209         0.15739E+02    0.14773E+02    1
   81   84        82   83       -1.89344           13.73633       13.30142         0.87943E+02    0.58851E+02    1
   79   86        82   83        2.25125            3.16034        3.35696         0.41372E+02    0.37301E+02    1
   77   88        82   83        0.86589            1.62219        1.67190         0.28689E+02    0.28689E+02    0
    9   56        30   35       -0.08850            1.61059        1.59548         0.93895E+01    0.93895E+01    0
    5   60        30   35        0.10641            1.45870        1.48398         0.61909E+01    0.61909E+01    0
    7   58        30   35        0.05377            1.51927        1.53018         0.75093E+01    0.75093E+01    0
   19   48        32   35       -1.22865            1.89867        1.75734         0.17434E+02    0.15884E+02    1
   21   46        32   35       -1.61606            1.99275        1.82410         0.24713E+02    0.18275E+02    1
   17   50        32   35       -0.73849            1.81806        1.71660         0.12860E+02    0.12860E+02    0
   13   53        31   35       -0.20101            1.68662        1.65565         0.10846E+02    0.10846E+02    0
   15   51        31   35       -0.30109            1.69154        1.65412         0.13461E+02    0.13461E+02    0
   11   55        31   35       -0.09696            1.61881        1.60063         0.85880E+01    0.85880E+01    0
   27   41        33   35       -0.45709            3.11929        3.07866         0.35139E+02    0.34863E+02    1
   23   45        33   35       -3.02187            2.36825        1.97057         0.25128E+02    0.16438E+02    1
   25   43        33   35       -1.07482            2.46560        2.35371         0.29571E+02    0.23144E+02    1
   31   38        34   35       -3.34704            7.62322        6.97330         0.50715E+02    0.37561E+02    1
   33   36        34   35       -0.36716           13.02604       12.97110         0.86870E+02    0.86870E+02    0
   29   40        34   35        1.47266            3.37175        3.52110         0.33978E+02    0.33978E+02    0
    9   60        32   37       -0.13144            1.81311        1.78671         0.89617E+01    0.89617E+01    0
   11   58        32   37       -0.20350            1.83389        1.79932         0.10691E+02    0.10691E+02    0
    7   62        32   37       -0.04986            1.73561        1.72391         0.73662E+01    0.73662E+01    0
    5   63        31   37        0.18318            1.57888        1.61929         0.72486E+01    0.72486E+01    0
    1   67        31   37       -0.04202            1.51881        1.50698         0.53717E+01    0.53717E+01    0
    3   65        31   37        0.10914            1.57283        1.60027         0.63107E+01    0.63107E+01    0
   17   53        33   37       -0.71687            2.04812        1.95999         0.16298E+02    0.16298E+02    0
   13   57        33   37       -0.16675            1.92251        1.89134         0.10199E+02    0.10199E+02    0
   15   55        33   37       -0.29409            1.95950        1.91430         0.12601E+02    0.12601E+02    0
   27   45        35   37       -2.73436            3.29568        2.85286         0.31624E+02    0.18951E+02    1
   29   43        35   37        0.32804            3.68881        3.72691         0.36528E+02    0.31922E+02    1
   25   47        35   37       -1.76156            2.75065        2.49258         0.27615E+02    0.17880E+02    1
   23   48        34   37       -2.01362            2.34363        2.08943         0.27588E+02    0.17539E+02    1
   19   52        34   37       -1.06414            2.13156        1.97807         0.15078E+02    0.14239E+02    1
   21   50        34   37       -1.51350            2.19877        1.99508         0.20189E+02    0.15568E+02    1
   31   42        36   37       -1.47689            4.88887        4.63225         0.37026E+02    0.27391E+02    1
   53   58        32   79       -0.34944            1.64047        1.58161         0.95637E+01    0.95637E+01    0
   47  105        73   79       -0.13198            1.40239        1.37394         0.64384E+01    0.64384E+01    0
   43  109        73   79       -0.01847            1.39442        1.38920         0.49317E+01    0.49317E+01    0
   53  100        74   79       -0.53090            1.40672        1.31854         0.82010E+01    0.82010E+01    0
   51  102        74   79       -0.43431            1.41457        1.32938         0.69918E+01    0.69918E+01    0
   49  104        74   79       -0.13875            1.36340        1.33110         0.57864E+01    0.57864E+01    0
   59   95        75   79       -0.66634            1.41901        1.33770         0.11292E+02    0.11292E+02    0
   57   97        75   79       -0.58353            1.42942        1.34150         0.91919E+01    0.91919E+01    0
   55   99        75   79       -0.37858            1.39756        1.32799         0.74143E+01    0.74143E+01    0
   65   90        76   79       -1.08216            1.45131        1.35334         0.17999E+02    0.15483E+02    1
   63   92        76   79       -0.77571            1.40147        1.31948         0.12868E+02    0.12868E+02    0
   61   94        76   79       -0.22074            1.35814        1.32729         0.96069E+01    0.96069E+01    0
   71   85        77   79       -0.81949            2.00679        1.95213         0.31732E+02    0.29679E+02    1
   69   87        77   79       -1.52635            1.82578        1.68523         0.27587E+02    0.19054E+02    1
   67   89        77   79       -1.46305            1.74084        1.56896         0.18471E+02    0.14073E+02    1
   77   80        78   79        0.26032           10.70899       10.74262         0.83024E+02    0.83024E+02    0
   73   84        78   79       -1.41772            2.17230        2.06395         0.30693E+02    0.27709E+02    1
   68   70        60   78       -1.30381            1.79226        1.68017         0.27469E+02    0.20188E+02    1
   46  104        72   78        0.34700            1.33034        1.40811         0.61076E+01    0.61076E+01    0
   44  106        72   78        0.16642            1.37591        1.41801         0.55206E+01    0.55206E+01    0
   42  108        72   78        0.13682            1.38487        1.42410         0.48980E+01    0.48980E+01    0
   52   99        73   78       -0.14770            1.40995        1.38484         0.82198E+01    0.82198E+01    0
   50  101        73   78       -0.04717            1.39758        1.38807         0.69078E+01    0.69078E+01    0
   48  103        73   78        0.57987            1.26956        1.41381         0.53882E+01    0.53882E+01    0
   58   94        74   78       -0.45077            1.43468        1.37914         0.11417E+02    0.11417E+02    0
   56   96        74   78       -0.34617            1.41970        1.36688         0.91294E+01    0.91294E+01    0
   54   98        74   78       -0.28119            1.41939        1.36737         0.75301E+01    0.75301E+01    0
   64   89        75   78       -0.91748            1.52676        1.44831         0.18934E+02    0.17393E+02    1
   62   91        75   78       -0.26446            1.43390        1.40538         0.13166E+02    0.13166E+02    0
   60   93        75   78       -0.21592            1.39638        1.36619         0.98774E+01    0.98774E+01    0
   70   84        76   78        2.06719            1.73236        1.85314         0.30671E+02    0.30671E+02    0
   68   86        76   78       -0.39336            1.62451        1.59908         0.25855E+02    0.24932E+02    1
   66   88        76   78       -0.27788            1.50399        1.47803         0.15958E+02    0.15958E+02    0
   76   79        77   78       -2.14377           20.31591       19.68321         0.96273E+02    0.67759E+02    1
   26   84        52   58       -0.35053            1.59517        1.52062         0.73235E+01    0.73235E+01    0
   22   88        52   58       -0.30502            1.63308        1.54907         0.57758E+01    0.57758E+01    0
   38   74        54   58       -0.29766            1.58509        1.54812         0.12614E+02    0.12614E+02    0
   34   78        54   58       -0.50428            1.57290        1.48066         0.83445E+01    0.83445E+01    0
   30   81        53   58       -0.59796            1.69451        1.57775         0.83754E+01    0.83754E+01    0
   42   71        55   58       -0.40338            1.85321        1.80692         0.17016E+02    0.15946E+02    1
   56   59        57   58        0.68716           15.31833       15.43548         0.90188E+02    0.90188E+02    0
   50   64        56   58       -1.82377            2.57016        2.39447         0.33600E+02    0.25758E+02    1
   46   68        56   58       -1.27830            1.86552        1.72223         0.19794E+02    0.15995E+02    1
   42  100        68   74       -0.08647            1.54462        1.52590         0.70914E+01    0.70914E+01    0
   40  102        68   74       -0.00321            1.55210        1.55130         0.62275E+01    0.62275E+01    0
   38  104        68   74       -0.03496            1.54677        1.53691         0.54706E+01    0.54706E+01    0
   48   95        69   74       -0.00628            1.46729        1.46621         0.85541E+01    0.85541E+01    0
   46   97        69   74       -0.13379            1.51792        1.49109         0.75026E+01    0.75026E+01    0
   44   99        69   74       -0.11224            1.54309        1.51687         0.65491E+01    0.65491E+01    0
   54   90        70   74       -0.63185            1.67586        1.59831         0.13336E+02    0.13336E+02    0
   52   92        70   74       -0.33465            1.59272        1.54152         0.10242E+02    0.10242E+02    0
   50   94        70   74       -0.19192            1.56160        1.52584         0.82846E+01    0.82846E+01    0
   60   85        71   74       -1.33414            1.80154        1.65463         0.22342E+02    0.15684E+02    1
   56   89        71   74       -0.74536            1.73803        1.63579         0.12294E+02    0.12294E+02    0
   66   80        72   74       -1.44118            2.16197        2.04585         0.32283E+02    0.26104E+02    1
   64   82        72   74       -1.96675            1.83490        1.64547         0.27618E+02    0.18049E+02    1
   62   84        72   74       -1.48544            1.74387        1.56742         0.18503E+02    0.13924E+02    1
   72   75        73   74       -0.62577           15.70114       15.59319         0.90704E+02    0.90704E+02    0
   68   79        73   74        2.39903            2.69429        2.90228         0.32260E+02    0.32260E+02    0
   59  117        85   91       -0.16781            1.41721        1.38113         0.65064E+01    0.65064E+01    0
   57  119        85   91       -0.35238            1.41994        1.33477         0.56972E+01    0.56972E+01    0
   65  112        86   91       -0.25930            1.39620        1.35242         0.81396E+01    0.81396E+01    0
   63  114        86   91       -0.10743            1.38349        1.36193         0.68382E+01    0.68382E+01    0
   61  116        86   91       -0.09904            1.41106        1.38792         0.59887E+01    0.59887E+01    0
   71  107        87   91       -0.46786            1.47275        1.41511         0.11720E+02    0.11720E+02    0
   69  109        87   91       -0.33695            1.46753        1.41605         0.94369E+01    0.94369E+01    0
   67  111        87   91       -0.22528            1.43958        1.39774         0.76372E+01    0.76372E+01    0
   77  102        88   91       -1.59177            1.63160        1.45632         0.20235E+02    0.14006E+02    1
   75  104        88   91       -1.07839            1.58959        1.45541         0.14596E+02    0.12228E+02    1
   73  106        88   91       -0.74037            1.55288        1.45166         0.10984E+02    0.10984E+02    0
   83   97        89   91       -2.04697            1.93614        1.74892         0.31470E+02    0.20128E+02    1
   81   99        89   91       -2.29372            1.83570        1.58589         0.27621E+02    0.15680E+02    1
   79  101        89   91       -1.82476            1.78450        1.54337         0.18934E+02    0.12570E+02    1
   85   96        90   91        0.88810            2.07749        2.13913         0.30378E+02    0.30378E+02    0
   80   82        74   88        1.01347            1.69558        1.75283         0.30519E+02    0.30519E+02    0
   56  114        82   88       -0.02444            1.29029        1.28498         0.59237E+01    0.59237E+01    0
   54  116        82   88        0.02132            1.28316        1.28849         0.51485E+01    0.51485E+01    0
   52  118        82   88       -0.03105            1.26348        1.25473         0.44687E+01    0.44687E+01    0
   62  109        83   88       -0.16399            1.33922        1.31138         0.78074E+01    0.78074E+01    0
   60  111        83   88       -0.15916            1.33878        1.30697         0.66172E+01    0.66172E+01    0
   58  113        83   88       -0.06400            1.33260        1.31760         0.56557E+01    0.56557E+01    0
   68  104        84   88       -0.78725            1.45663        1.36098         0.11591E+02    0.11591E+02    0
   66  106        84   88       -0.50986            1.42154        1.34442         0.91412E+01    0.91412E+01    0
   64  108        84   88        0.14784            1.29639        1.32456         0.68776E+01    0.68776E+01    0
   74   99        85   88       -1.47417            1.55939        1.40586         0.19339E+02    0.14223E+02    1
   72  101        85   88       -1.18005            1.54500        1.40563         0.14186E+02    0.12483E+02    1
   70  103        85   88       -0.95313            1.52015        1.39121         0.10753E+02    0.10753E+02    0
   80   94        86   88       -0.99889            1.75895        1.69294         0.30779E+02    0.26115E+02    1
   78   96        86   88       -1.52898            1.55081        1.42465         0.24682E+02    0.18020E+02    1
   76   98        86   88       -1.54861            1.55439        1.38040         0.16493E+02    0.13045E+02    1
   86   89        87   88       -2.01870           15.36760       14.93856         0.90255E+02    0.71292E+02    1
   82   93        87   88        2.73366            1.86566        2.04597         0.29632E+02    0.29632E+02    0
   12   63        35   40       -0.33884            1.91533        1.84799         0.94669E+01    0.94669E+01    0
   14   61        35   40       -0.44457            1.91774        1.84298         0.11180E+02    0.11180E+02    0
   10   65        35   40        0.03990            1.86187        1.87129         0.79020E+01    0.79020E+01    0
   24   53        37   40       -1.24920            1.98896        1.82954         0.18263E+02    0.14952E+02    1
   26   51        37   40       -1.65121            2.14037        1.95068         0.26544E+02    0.17793E+02    1
   22   55        37   40       -1.01481            1.92069        1.78184         0.13586E+02    0.13523E+02    1
   38   41        39   40       -1.46195           17.60965       17.30209         0.93143E+02    0.82973E+02    1
   34   45        39   40       -0.06339            4.19492        4.18749         0.35738E+02    0.35738E+02    0
    6   68        34   40        0.05988            1.68893        1.70392         0.67765E+01    0.67765E+01    0
    8   66        34   40        0.05409            1.75226        1.76408         0.80446E+01    0.80446E+01    0
    4   70        34   40        0.03207            1.67783        1.68692         0.59341E+01    0.59341E+01    0
   20   56        36   40       -1.12621            1.96993        1.82329         0.15676E+02    0.14559E+02    1
   16   60        36   40       -0.48703            1.87713        1.78754         0.99585E+01    0.99585E+01    0
   18   58        36   40       -0.55851            1.85609        1.77123         0.11936E+02    0.11936E+02    0
   30   48        38   40       -1.35956            2.77745        2.60171         0.30397E+02    0.20799E+02    1
   32   46        38   40        0.15608            3.17261        3.18799         0.35277E+02    0.32287E+02    1
   28   50        38   40       -1.63279            2.39130        2.17583         0.25372E+02    0.17292E+02    1
   16   63        37   42       -0.56198            1.75368        1.65988         0.10224E+02    0.10224E+02    0
   12   67        37   42       -0.11373            1.68142        1.65483         0.71362E+01    0.71362E+01    0
   14   65        37   42       -0.25900            1.72543        1.67382         0.85283E+01    0.85283E+01    0
   28   53        39   42       -1.79344            2.11301        1.90506         0.26205E+02    0.17311E+02    1
   24   57        39   42       -0.98890            1.82675        1.69216         0.12922E+02    0.12922E+02    0
   26   55        39   42       -1.43611            2.00359        1.81817         0.18397E+02    0.14788E+02    1
   40   43        41   42       -1.79783           20.48499       19.99372         0.96458E+02    0.74063E+02    1
   36   47        41   42        2.33833            3.65000        3.90515         0.34606E+02    0.34606E+02    0
   10   68        36   42        0.12107            1.69321        1.71978         0.77735E+01    0.77735E+01    0
    8   70        36   42        0.07939            1.67976        1.69967         0.67397E+01    0.67397E+01    0
    6   72        36   42        0.15125            1.58808        1.63142         0.56167E+01    0.56167E+01    0
   20   60        38   42       -0.63541            1.84084        1.74463         0.11838E+02    0.11838E+02    0
   22   58        38   42       -1.07348            1.87883        1.74386         0.14951E+02    0.14400E+02    1
   18   62        38   42       -0.43774            1.78775        1.70711         0.94843E+01    0.94843E+01    0
   34   48        40   42       -1.05742            2.84298        2.74837         0.34393E+02    0.31244E+02    1
   30   52        40   42       -1.79829            2.19468        1.97033         0.23286E+02    0.16677E+02    1
   32   50        40   42       -1.73065            2.34185        2.15769         0.29221E+02    0.21130E+02    1
   52  110        78   84       -0.16717            1.33943        1.30350         0.61493E+01    0.61493E+01    0
   50  112        78   84       -0.11887            1.32803        1.29873         0.53284E+01    0.53284E+01    0
   48  114        78   84        0.02164            1.30459        1.31072         0.46140E+01    0.46140E+01    0
   58  105        79   84       -0.26591            1.40006        1.35518         0.81621E+01    0.81621E+01    0
   56  107        79   84       -0.15618            1.37415        1.34291         0.67920E+01    0.67920E+01    0
   54  109        79   84       -0.13115            1.36842        1.33787         0.58078E+01    0.58078E+01    0
   64  100        80   84       -0.73561            1.32730        1.23801         0.10562E+02    0.10562E+02    0
   62  102        80   84       -0.53467            1.34356        1.26294         0.86398E+01    0.86398E+01    0
   60  104        80   84       -0.25682            1.29754        1.25002         0.68836E+01    0.68836E+01    0
   70   95        81   84       -0.99044            1.42298        1.33292         0.17647E+02    0.15149E+02    1
   68   97        81   84       -1.04394            1.44421        1.33284         0.13261E+02    0.13008E+02    1
   66   99        81   84       -0.73149            1.41832        1.31859         0.10033E+02    0.10033E+02    0
   76   90        82   84       -0.91646            1.61046        1.55643         0.30158E+02    0.26856E+02    1
   74   92        82   84       -1.00799            1.43489        1.35661         0.22837E+02    0.17968E+02    1
   72   94        82   84       -0.92391            1.37572        1.28184         0.14597E+02    0.13073E+02    1
   82   85        83   84       -2.04454           17.59156       17.03930         0.93121E+02    0.64099E+02    1
   80   87        83   84        3.62408            3.69002        4.22567         0.42881E+02    0.26737E+02    1
   78   89        83   84        2.73545            1.86416        2.04448         0.29626E+02    0.29626E+02    0
    9   75        39   45       -1.52524            1.97804        1.59057         0.69959E+01    0.69959E+01    0
   23   63        41   45       -3.44146            2.17914        1.56858         0.14013E+02    0.10468E+02    1
   35   53        43   45       -1.52438            2.52824        2.33998         0.29743E+02    0.19700E+02    1
   37   51        43   45       -1.09818            3.18803        3.05957         0.35316E+02    0.26700E+02    1
   33   55        43   45       -3.01189            2.46856        2.02988         0.26192E+02    0.15394E+02    1
   17   68        40   45       -3.17357            2.16867        1.56279         0.10719E+02    0.96862E+01    1
   15   70        40   45        0.28564            1.49983        1.56866         0.63655E+01    0.63655E+01    0
   31   56        42   45       -2.18972            2.05449        1.79318         0.25479E+02    0.16096E+02    1
   27   60        42   45       -2.74382            2.06433        1.60849         0.14602E+02    0.10997E+02    1
   43   46        44   45        1.16636           15.58036       15.78237         0.90543E+02    0.90543E+02    0
   39   50        44   45       -0.83081            3.57925        3.49300         0.34450E+02    0.34060E+02    1
   81  117        97  101       -0.35241            1.38450        1.34091         0.11017E+02    0.11017E+02    0
   79  119        97  101       -0.69856            1.38107        1.27660         0.88810E+01    0.88810E+01    0
   87  112        98  101       -0.90066            1.48654        1.41335         0.18436E+02    0.17839E+02    1
   85  114        98  101       -0.49325            1.43199        1.37927         0.13149E+02    0.13149E+02    0
   83  116        98  101       -0.33120            1.44214        1.39607         0.10201E+02    0.10201E+02    0
   93  107        99  101       -0.27257            1.87761        1.86041         0.31247E+02    0.29603E+02    1
   91  109        99  101       -0.96651            1.70430        1.62725         0.27125E+02    0.20893E+02    1
   89  111        99  101       -0.57539            1.51706        1.46379         0.16096E+02    0.16096E+02    0
   99  102       100  101       -1.90215           14.57185       14.08304         0.89152E+02    0.55747E+02    1
   97  104       100  101        2.51513            3.60729        3.82685         0.42657E+02    0.42568E+02    1
   95  106       100  101       -0.44494            2.39564        2.36193         0.31396E+02    0.31396E+02    0
   15   73        41   47       -0.11560            1.48287        1.45790         0.68079E+01    0.68079E+01    0
   13   75        41   47       -0.13428            1.50386        1.47077         0.60340E+01    0.60340E+01    0
   11   77        41   47       -0.09744            1.49328        1.46598         0.52814E+01    0.52814E+01    0
   27   63        43   47       -0.84016            1.58858        1.48643         0.12642E+02    0.12642E+02    0
   23   67        43   47       -0.40606            1.51686        1.44222         0.80472E+01    0.80472E+01    0
   25   65        43   47       -0.47530            1.53980        1.46763         0.99017E+01    0.99017E+01    0
   21   68        42   47       -0.24280            1.45555        1.41449         0.84856E+01    0.84856E+01    0
   19   70        42   47       -0.17961            1.46773        1.43183         0.72545E+01    0.72545E+01    0
   17   72        42   47       -0.23950            1.47524        1.41988         0.62611E+01    0.62611E+01    0
   31   60        44   47       -0.92200            1.61451        1.51205         0.14824E+02    0.14062E+02    1
   33   58        44   47       -1.04053            1.67481        1.57372         0.20771E+02    0.16713E+02    1
   29   62        44   47       -0.73602            1.51681        1.41625         0.10729E+02    0.10729E+02    0
   45   48        46   47       -2.76022           16.43265       15.79007         0.91665E+02    0.69198E+02    1
   41   52        46   47        0.22979            2.90797        2.92839         0.32835E+02    0.32835E+02    0
   39   53        45   47       -0.64577            2.48201        2.43254         0.33330E+02    0.32076E+02    1
   35   57        45   47       -0.81323            1.63890        1.56226         0.17389E+02    0.16982E+02    1
   37   55        45   47       -1.13811            2.05220        1.95263         0.28343E+02    0.22883E+02    1
   84   87        73   98       -1.62499            1.53887        1.36988         0.19085E+02    0.13969E+02    1
   88   90        80   98       -2.07474            1.64337        1.45493         0.26155E+02    0.17035E+02    1
   90   92        84   98       -1.36196            1.78151        1.67800         0.30870E+02    0.22751E+02    1
   72  119        93   98       -0.43709            1.29361        1.22077         0.75416E+01    0.75416E+01    0
   78  114        94   98       -0.03213            1.31913        1.31510         0.10497E+02    0.10497E+02    0
   76  116        94   98       -0.04068            1.33801        1.33170         0.86041E+01    0.86041E+01    0
   74  118        94   98       -0.08394            1.32400        1.30827         0.70240E+01    0.70240E+01    0
   84  109        95   98       -0.79362            1.30081        1.23493         0.16132E+02    0.15270E+02    1
   82  111        95   98       -0.54241            1.28051        1.22278         0.11758E+02    0.11758E+02    0
   80  113        95   98       -0.20305            1.24377        1.21540         0.87979E+01    0.87979E+01    0
   90  104        96   98       -0.09384            1.58307        1.57813         0.30038E+02    0.30038E+02    0
   88  106        96   98       -0.83909            1.44526        1.38444         0.23002E+02    0.19517E+02    1
   86  108        96   98       -0.92789            1.37580        1.29107         0.14598E+02    0.14598E+02    0
   96   99        97   98       -3.63230           14.09137       13.06426         0.88464E+02    0.47994E+02    1
   94  101        97   98        2.45912            3.09273        3.33708         0.41166E+02    0.32339E+02    1
   92  103        97   98        0.82563            1.95047        2.00501         0.29938E+02    0.29938E+02    0
   88   90        82   96       -1.37050            1.70334        1.61521         0.30551E+02    0.25798E+02    1
   70  117        91   96       -0.05980            1.35942        1.34920         0.79252E+01    0.79252E+01    0
   68  119        91   96       -0.35038            1.37035        1.30126         0.67732E+01    0.67732E+01    0
   76  112        92   96       -0.34474            1.41686        1.37419         0.11275E+02    0.11275E+02    0
   74  114        92   96       -0.06334            1.38981        1.38000         0.89372E+01    0.89372E+01    0
   72  116        92   96       -0.00726            1.39375        1.39238         0.73941E+01    0.73941E+01    0
   82  107        93   96       -1.30780            1.46504        1.33095         0.18169E+02    0.13625E+02    1
   80  109        93   96       -0.94011            1.43090        1.32437         0.13139E+02    0.12152E+02    1
   78  111        93   96       -0.50943            1.36954        1.29938         0.96875E+01    0.96875E+01    0
   88  102        94   96       -0.54106            1.83475        1.79347         0.31081E+02    0.23775E+02    1
   86  104        94   96       -1.03084            1.64150        1.54646         0.26125E+02    0.17284E+02    1
   92   99        95   96        1.44809            3.06524        3.17521         0.41081E+02    0.41081E+02    0
   90  101        95   96        0.20024            1.70290        1.71470         0.29013E+02    0.29013E+02    0
   61  119        87   93       -0.22212            1.41598        1.36841         0.65008E+01    0.65008E+01    0
   67  114        88   93       -0.05695            1.42796        1.41823         0.83248E+01    0.83248E+01    0
   65  116        88   93       -0.01972            1.41783        1.41385         0.70079E+01    0.70079E+01    0
   63  118        88   93       -0.07197            1.41146        1.39460         0.59904E+01    0.59904E+01    0
   73  109        89   93       -0.44967            1.56445        1.50895         0.12450E+02    0.12450E+02    0
   71  111        89   93       -0.23780            1.52013        1.48360         0.97752E+01    0.97752E+01    0
   69  113        89   93       -0.13645            1.50890        1.48340         0.80049E+01    0.80049E+01    0
   91   92        90   93       -1.65988           12.10584       11.86318         0.85411E+02    0.81976E+02    1
   79  104        90   93       -1.16011            1.64813        1.52706         0.20440E+02    0.15206E+02    1
   77  106        90   93       -0.70997            1.58555        1.50528         0.14559E+02    0.13665E+02    1
   75  108        90   93       -0.43362            1.57716        1.51703         0.11156E+02    0.11156E+02    0
   85   99        91   93        0.21027            1.72885        1.74075         0.30656E+02    0.30656E+02    0
   83  101        91   93       -1.36623            1.67174        1.55960         0.26607E+02    0.19677E+02    1
   81  103        91   93       -1.07659            1.65460        1.54063         0.17556E+02    0.15086E+02    1
   91   94        92   93       -3.45835           18.63911       17.37557         0.94374E+02    0.49267E+02    1
   87   98        92   93        3.04372            2.11454        2.33642         0.30502E+02    0.30502E+02    0
   57  115        83   89       -0.01685            1.31298        1.30931         0.60279E+01    0.60279E+01    0
   55  117        83   89        0.00207            1.28597        1.28648         0.51597E+01    0.51597E+01    0
   53  119        83   89       -0.20549            1.29683        1.24001         0.45866E+01    0.45866E+01    0
   63  110        84   89       -0.08211            1.31326        1.29925         0.76561E+01    0.76561E+01    0
   61  112        84   89       -0.05435            1.32105        1.31010         0.65296E+01    0.65296E+01    0
   59  114        84   89       -0.00104            1.31392        1.31367         0.55764E+01    0.55764E+01    0
   69  105        85   89       -0.70833            1.43579        1.34948         0.11426E+02    0.11426E+02    0
   67  107        85   89       -0.50361            1.39325        1.31709         0.89593E+01    0.89593E+01    0
   65  109        85   89       -0.28500            1.35203        1.29937         0.71728E+01    0.71728E+01    0
   75  100        86   89       -1.38642            1.46944        1.33297         0.18224E+02    0.14224E+02    1
   73  102        86   89       -0.89360            1.45457        1.35638         0.13356E+02    0.12785E+02    1
   71  104        86   89       -0.50709            1.39032        1.32045         0.98345E+01    0.98345E+01    0
   81   95        87   89       -0.14817            1.51826        1.51072         0.29749E+02    0.29749E+02    0
   79   97        87   89       -1.23935            1.46366        1.36923         0.23295E+02    0.18582E+02    1
   77   99        87   89       -0.88817            1.40489        1.32039         0.14906E+02    0.14318E+02    1
   87   90        88   89       -1.29168           12.55940       12.37248         0.86141E+02    0.86141E+02    0
   83   94        88   89        3.15594            1.60304        1.78999         0.28610E+02    0.28610E+02    0
   18   76        44   50       -0.34904            1.43919        1.36513         0.66073E+01    0.66073E+01    0
   16   78        44   50       -0.43725            1.48813        1.38305         0.59708E+01    0.59708E+01    0
   14   80        44   50       -0.25679            1.45453        1.38371         0.51444E+01    0.51444E+01    0
   28   68        46   50       -0.40923            1.42119        1.35895         0.91390E+01    0.91390E+01    0
   30   66        46   50       -0.58706            1.49313        1.42115         0.11882E+02    0.11882E+02    0
   26   70        46   50       -0.34378            1.42635        1.36300         0.75670E+01    0.75670E+01    0
   42   56        48   50       -0.76946            2.49725        2.43607         0.33377E+02    0.31022E+02    1
