,Extract,Samples loc.,Interface,Forward model,Min. method,Alpha,Remove coil,Start avg.,Constrain,Det. approach,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
0,2.5,mean,observed,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-17.424,0.211,0.182,0.13,0.368,0.152,0.864845594
1,2.5,mean,observed,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-15.586,0.202,0.178,0.12,0.442,0.146,0.864845594
2,2.5,mean,observed,CS,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-17.532,0.213,0.183,0.13,0.34,0.156,0.864845594
0,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,TRUE,LT,-11.152,0.172,0.138,0.138,0,0.198,0.863292953
1,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,TRUE,ID,-10.695,0.168,0.137,0.138,-0.055,0.2,0.863292953
2,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,TRUE,LS,-10.552,0.167,0.132,0.132,0.038,0.194,0.863292953
0,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,TRUE,LT,-8.591,0.158,0.126,0.126,-0.012,0.198,0.859165579
1,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,TRUE,ID,-7.913,0.149,0.112,0.122,0.016,0.196,0.859165579
2,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,TRUE,LS,-8.07,0.154,0.12,0.119,0.022,0.194,0.859165579
0,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,TRUE,LT,-9.262,0.16,0.131,0.137,-0.067,0.207,0.862509949
1,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,TRUE,ID,-8.146,0.155,0.12,0.129,-0.082,0.206,0.862509949
2,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,TRUE,LS,-8.744,0.154,0.124,0.129,-0.03,0.204,0.862509949
0,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,TRUE,LT,-12.256,0.184,0.152,0.153,-0.178,0.212,0.859457086
1,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,TRUE,ID,-11.178,0.18,0.146,0.15,-0.179,0.212,0.859457086
2,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,TRUE,LS,-11.446,0.178,0.146,0.144,-0.138,0.209,0.859457086
0,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,TRUE,LT,-15.134,0.21,0.17,0.166,-0.605,0.243,0.827666416
1,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,TRUE,ID,-12.194,0.188,0.151,0.152,-0.441,0.236,0.827666416
2,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,TRUE,LS,-14.5,0.205,0.167,0.16,-0.577,0.241,0.827666416
0,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.07,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,TRUE,LT,-14.674,0.198,0.17,0.156,-0.322,0.218,0.83402493
1,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,TRUE,ID,-11.718,0.183,0.152,0.145,-0.272,0.213,0.83402493
2,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,TRUE,LS,-13.704,0.192,0.165,0.148,-0.269,0.215,0.83402493
0,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.07,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,TRUE,LT,-10.974,0.172,0.138,0.152,-0.111,0.196,0.869056641
1,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,TRUE,ID,-7.54,0.152,0.12,0.133,0.022,0.187,0.869056641
2,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,TRUE,LS,-10.333,0.164,0.131,0.145,-0.073,0.193,0.869056641
0,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.07,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,TRUE,LT,-12.26,0.188,0.15,0.147,-0.11,0.209,0.858153296
1,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,TRUE,ID,-10.686,0.174,0.138,0.136,-0.092,0.206,0.858153296
2,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,TRUE,LS,-11.86,0.184,0.144,0.141,-0.078,0.206,0.858153296
0,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.07,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,TRUE,LT,-13.029,0.189,0.158,0.148,-0.148,0.212,0.853365121
1,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,TRUE,ID,-12.225,0.184,0.142,0.145,-0.143,0.211,0.853365121
2,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,TRUE,LS,-12.467,0.184,0.152,0.141,-0.127,0.207,0.853365121
0,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.2,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,TRUE,LT,-16.31,0.214,0.174,0.165,-0.516,0.236,0.80152135
1,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,TRUE,ID,-13.508,0.199,0.159,0.156,-0.367,0.23,0.80152135
2,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,TRUE,LS,-15.786,0.212,0.17,0.158,-0.501,0.233,0.80152135
0,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,TRUE,LT,-12.196,0.184,0.154,0.148,-0.248,0.214,0.806946114
1,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,TRUE,ID,-10.694,0.174,0.14,0.146,-0.219,0.214,0.806946114
2,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,TRUE,LS,-11.218,0.178,0.147,0.142,-0.202,0.21,0.806946114
0,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.2,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,TRUE,LT,-13.951,0.199,0.167,0.153,-0.13,0.21,0.791558209
1,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,TRUE,ID,-11.822,0.179,0.142,0.141,-0.116,0.206,0.791558209
2,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,TRUE,LS,-13.355,0.196,0.164,0.146,-0.086,0.206,0.791558209
0,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,CS,ROPE,0.2,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-24.752,0.258,0.232,0.242,-1.961,0.338,0.554579437
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-24.348,0.254,0.228,0.242,-1.94,0.338,0.554579437
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-24.639,0.256,0.23,0.242,-1.965,0.338,0.554579437
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-24.752,0.258,0.232,0.242,-1.961,0.338,0.554579437
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-24.348,0.254,0.228,0.242,-1.94,0.338,0.554579437
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-24.639,0.256,0.23,0.242,-1.965,0.338,0.554579437
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-22.604,0.241,0.218,0.253,-1.767,0.328,0.186975996
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-22.92,0.248,0.231,0.259,-1.842,0.33,0.186975996
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-23.242,0.244,0.224,0.257,-1.834,0.332,0.186975996
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-22.604,0.241,0.218,0.253,-1.767,0.328,0.186975996
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-22.92,0.248,0.231,0.259,-1.842,0.33,0.186975996
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-23.242,0.244,0.224,0.257,-1.834,0.332,0.186975996
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-26.033,0.261,0.234,0.258,-2.312,0.355,0.637189351
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-26.367,0.262,0.236,0.259,-2.313,0.359,0.637189351
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-26.416,0.263,0.236,0.259,-2.334,0.356,0.637189351
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-26.033,0.261,0.234,0.258,-2.312,0.355,0.637189351
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-26.367,0.262,0.236,0.259,-2.313,0.359,0.637189351
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-26.416,0.263,0.236,0.259,-2.334,0.356,0.637189351
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-25.952,0.26,0.244,0.271,-2.161,0.348,0.296682681
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-26.597,0.266,0.251,0.277,-2.325,0.354,0.296682681
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-26.545,0.263,0.249,0.274,-2.242,0.351,0.296682681
0,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-25.952,0.26,0.244,0.271,-2.161,0.348,0.296682681
1,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-26.597,0.266,0.251,0.277,-2.325,0.354,0.296682681
2,2.5,mean,observed,FSlin,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-26.545,0.263,0.249,0.274,-2.242,0.351,0.296682681
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-18.562,0.23,0.202,0.182,-0.651,0.246,0.451144979
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-18.639,0.226,0.194,0.192,-0.66,0.247,0.451144979
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-18.617,0.23,0.204,0.18,-0.66,0.246,0.451144979
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-18.562,0.23,0.202,0.182,-0.651,0.246,0.451144979
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-18.639,0.226,0.194,0.192,-0.66,0.247,0.451144979
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-18.617,0.23,0.204,0.18,-0.66,0.246,0.451144979
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-17.385,0.216,0.186,0.22,0.12,0.188,0.239611255
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-15.868,0.211,0.188,0.226,0.096,0.181,0.239611255
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-17.266,0.215,0.186,0.219,0.109,0.19,0.239611255
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-17.385,0.216,0.186,0.22,0.12,0.188,0.239611255
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-15.868,0.211,0.188,0.226,0.096,0.181,0.239611255
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-17.266,0.215,0.186,0.219,0.109,0.19,0.239611255
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-21.237,0.24,0.222,0.163,-1.109,0.282,0.555974801
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-21.798,0.242,0.214,0.178,-1.096,0.282,0.555974801
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-21.163,0.241,0.221,0.162,-1.118,0.282,0.555974801
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-21.237,0.24,0.222,0.163,-1.109,0.282,0.555974801
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-21.798,0.242,0.214,0.178,-1.096,0.282,0.555974801
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-21.163,0.241,0.221,0.162,-1.118,0.282,0.555974801
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-17.061,0.214,0.19,0.208,-0.081,0.207,0.383242089
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-16.224,0.216,0.192,0.222,-0.087,0.204,0.383242089
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-16.963,0.212,0.19,0.209,-0.097,0.208,0.383242089
0,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-17.061,0.214,0.19,0.208,-0.081,0.207,0.383242089
1,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-16.224,0.216,0.192,0.222,-0.087,0.204,0.383242089
2,2.5,mean,observed,FSlin,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-16.963,0.212,0.19,0.209,-0.097,0.208,0.383242089
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-19.952,0.236,0.206,0.242,0.02,0.184,0.194513836
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-18.138,0.218,0.186,0.226,0.182,0.168,0.194513836
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-19.885,0.235,0.202,0.238,0.032,0.182,0.194513836
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-19.952,0.236,0.206,0.242,0.02,0.184,0.194513836
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-18.138,0.218,0.186,0.226,0.182,0.168,0.194513836
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-19.885,0.235,0.202,0.238,0.032,0.182,0.194513836
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-17.854,0.224,0.193,0.224,-0.008,0.194,0.379759644
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-16.488,0.212,0.178,0.211,0.06,0.186,0.379759644
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-17.446,0.222,0.19,0.221,-0.008,0.192,0.379759644
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-17.854,0.224,0.193,0.224,-0.008,0.194,0.379759644
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-16.488,0.212,0.178,0.211,0.06,0.186,0.379759644
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-17.446,0.222,0.19,0.221,-0.008,0.192,0.379759644
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.015,0.204,0.174,0.214,0.518,0.134,0.192329408
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-11.944,0.184,0.163,0.202,0.651,0.12,0.192329408
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-14.777,0.2,0.172,0.212,0.544,0.13,0.192329408
0,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.015,0.204,0.174,0.214,0.518,0.134,0.192329408
1,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-11.944,0.184,0.163,0.202,0.651,0.12,0.192329408
2,2.5,mean,observed,FSlin,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-14.777,0.2,0.172,0.212,0.544,0.13,0.192329408
0,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LT,-4.99,0.12,0.098,0.116,0.009,0.194,0.035456412
1,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,ID,-5.136,0.127,0.11,0.122,-0.09,0.204,0.035456412
2,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,TRUE,LS,-4.414,0.112,0.09,0.112,0.024,0.192,0.035456412
0,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-6.959,0.141,0.12,0.128,-0.057,0.2,0.235195381
1,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-7.335,0.144,0.116,0.134,-0.054,0.198,0.235195381
2,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-6.034,0.132,0.111,0.12,-0.036,0.198,0.235195381
0,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-8.374,0.149,0.125,0.134,0.038,0.194,0.11576899
1,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-8.044,0.151,0.114,0.139,-0.142,0.206,0.11576899
2,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-7.46,0.142,0.115,0.126,0.064,0.191,0.11576899
0,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,observed,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LT,,,,,,,
